"","region","subregion","region_type","violent","murder","rape","robbery","assault","property","burglary","larceny","car","arson"
"1690","south dakota","lawrence","nonmetropolitan  ",4,0,0,1,3,52,18,31,3,0
"1691","south dakota","marshall","nonmetropolitan  ",10,0,1,0,9,50,23,25,2,0
"1692","south dakota","moody","nonmetropolitan  ",3,0,0,0,3,29,1,26,2,0
"1693","south dakota","potter","nonmetropolitan  ",0,0,0,0,0,1,1,0,0,0
"1694","south dakota","roberts","nonmetropolitan  ",9,0,2,0,7,11,7,3,1,0
"1695","south dakota","sanborn","nonmetropolitan  ",4,0,3,0,1,12,6,4,2,0
"1696","south dakota","spink","nonmetropolitan  ",8,0,1,1,6,40,9,25,6,1
"1697","south dakota","stanley","nonmetropolitan  ",3,0,0,0,3,40,6,32,2,0
"1698","south dakota","sully","nonmetropolitan  ",1,0,0,0,1,2,1,0,1,0
"1699","south dakota","tripp","nonmetropolitan  ",0,0,0,0,0,10,2,8,0,0
"1700","south dakota","walworth","nonmetropolitan  ",2,0,0,0,2,4,2,2,0,0
"1701","south dakota","yankton","nonmetropolitan  ",2,0,0,0,2,15,2,13,0,0
"1702","south dakota","ziebach","nonmetropolitan  ",1,0,0,0,1,1,1,0,0,0
"1703","tennessee","anderson","metropolitan  ",136,1,15,9,111,924,360,472,92,15
"1704","tennessee","blount","metropolitan  ",290,2,31,15,242,1694,776,781,137,6
"1705","tennessee","bradley","metropolitan  ",285,1,18,8,258,1075,323,675,77,5
"1706","tennessee","cannon","metropolitan  ",27,1,0,1,25,136,63,49,24,1
"1707","tennessee","carter","metropolitan  ",52,1,4,1,46,635,204,372,59,3
"1708","tennessee","chester","metropolitan  ",30,0,5,0,25,152,48,88,16,1
"1709","tennessee","dickson","metropolitan  ",121,2,9,3,107,792,300,416,76,4
"1710","tennessee","fayette","metropolitan  ",127,2,1,11,113,581,196,316,69,4
"1711","tennessee","hamilton","metropolitan  ",293,2,17,14,260,2082,608,1322,152,1
"1712","tennessee","hartsville-trousdale","metropolitan  ",35,0,2,3,30,172,53,109,10,1
"1713","tennessee","hawkins","metropolitan  ",83,0,3,12,68,1109,415,593,101,2
"1714","tennessee","hickman","metropolitan  ",44,1,6,1,36,326,95,186,45,5
"1715","tennessee","jefferson","metropolitan  ",89,1,10,8,70,887,388,418,81,10
"1716","tennessee","knox","metropolitan  ",557,6,23,116,412,5604,1709,3487,408,30
"1717","tennessee","loudon","metropolitan  ",71,1,1,7,62,607,164,398,45,6
"1718","tennessee","madison","metropolitan  ",159,3,9,11,136,926,306,521,99,4
"1719","tennessee","marion","metropolitan  ",54,0,2,5,47,284,82,161,41,3
"1720","tennessee","montgomery","metropolitan  ",139,0,12,4,123,839,214,538,87,4
"1721","tennessee","polk","metropolitan  ",39,1,1,1,36,269,80,153,36,6
"1722","tennessee","robertson","metropolitan  ",83,0,6,7,70,490,172,280,38,1
"1723","tennessee","rutherford","metropolitan  ",263,3,24,5,231,1329,432,757,140,9
"1724","tennessee","sequatchie","metropolitan  ",20,1,3,0,16,106,24,52,30,3
"1725","tennessee","shelby","metropolitan  ",488,4,38,82,364,3696,1295,2155,246,21
"1726","tennessee","stewart","metropolitan  ",42,0,4,0,38,181,99,65,17,3
"1727","tennessee","sullivan","metropolitan  ",269,1,44,14,210,1782,696,926,160,17
"1728","tennessee","sumner","metropolitan  ",143,0,13,8,122,784,238,482,64,8
"1729","tennessee","tipton","metropolitan  ",275,0,13,8,254,654,188,357,109,2
"1730","tennessee","unicoi","metropolitan  ",9,0,0,0,9,61,12,48,1,0
"1731","tennessee","washington","metropolitan  ",249,2,14,10,223,961,367,531,63,7
"1732","tennessee","williamson","metropolitan  ",71,1,2,5,63,518,160,327,31,5
"1733","tennessee","wilson","metropolitan  ",253,1,20,3,229,1158,408,653,97,6
"1734","tennessee","bedford","nonmetropolitan  ",32,0,1,0,31,355,131,204,20,8
"1735","tennessee","benton","nonmetropolitan  ",22,0,0,0,22,183,36,130,17,0
"1736","tennessee","bledsoe","nonmetropolitan  ",14,0,0,0,14,93,16,66,11,0
"1737","tennessee","campbell","nonmetropolitan  ",166,1,5,9,151,1108,432,587,89,15
"1738","tennessee","carroll","nonmetropolitan  ",29,0,0,1,28,150,40,80,30,1
"1739","tennessee","claiborne","nonmetropolitan  ",103,1,6,9,87,736,304,384,48,8
"1740","tennessee","clay","nonmetropolitan  ",13,1,1,1,10,63,32,28,3,1
"1741","tennessee","coffee","nonmetropolitan  ",55,0,0,3,52,453,50,358,45,0
"1742","tennessee","crockett","nonmetropolitan  ",19,0,1,2,16,104,29,63,12,0
"1743","tennessee","decatur","nonmetropolitan  ",28,0,2,0,26,201,73,113,15,5
"1744","tennessee","dekalb","nonmetropolitan  ",38,0,5,4,29,352,142,179,31,0
"1745","tennessee","dyer","nonmetropolitan  ",49,0,3,2,44,340,94,215,31,0
"1746","tennessee","fentress","nonmetropolitan  ",52,0,2,1,49,386,196,164,26,3
"1747","tennessee","franklin","nonmetropolitan  ",32,0,6,3,23,283,73,183,27,4
"1748","tennessee","gibson","nonmetropolitan  ",43,0,3,0,40,303,86,177,40,2
"1749","tennessee","giles","nonmetropolitan  ",54,0,0,2,52,308,123,167,18,2
"1750","tennessee","greene","nonmetropolitan  ",221,1,14,7,199,1068,413,541,114,25
"1751","tennessee","grundy","nonmetropolitan  ",35,2,0,0,33,169,50,85,34,5
"1752","tennessee","hancock","nonmetropolitan  ",1,0,0,1,0,132,54,69,9,1
"1753","tennessee","hardin","nonmetropolitan  ",109,2,2,4,101,498,181,275,42,4
"1754","tennessee","haywood","nonmetropolitan  ",55,0,4,7,44,266,109,127,30,0
"1755","tennessee","henderson","nonmetropolitan  ",69,0,8,2,59,305,100,181,24,2
"1756","tennessee","henry","nonmetropolitan  ",75,1,6,2,66,510,172,315,23,2
"1757","tennessee","houston","nonmetropolitan  ",24,1,1,0,22,165,77,78,10,1
"1758","tennessee","humphreys","nonmetropolitan  ",17,1,1,1,14,114,47,59,8,0
"1759","tennessee","jackson","nonmetropolitan  ",20,0,3,1,16,141,49,76,16,0
"1760","tennessee","johnson","nonmetropolitan  ",64,0,0,0,64,176,79,80,17,0
"1761","tennessee","lake","nonmetropolitan  ",2,0,0,0,2,37,6,28,3,0
"1762","tennessee","lauderdale","nonmetropolitan  ",62,1,4,2,55,277,94,146,37,0
"1763","tennessee","lawrence","nonmetropolitan  ",90,2,10,4,74,621,240,318,63,12
"1764","tennessee","lewis","nonmetropolitan  ",36,0,3,1,32,170,65,95,10,3
"1765","tennessee","lincoln","nonmetropolitan  ",111,1,0,2,108,485,215,246,24,2
"1766","tennessee","marshall","nonmetropolitan  ",48,0,0,0,48,190,51,122,17,0
"1767","tennessee","maury","nonmetropolitan  ",143,0,11,11,121,893,249,553,91,8
"1768","tennessee","mcminn","nonmetropolitan  ",99,0,4,5,90,833,251,501,81,6
"1769","tennessee","mcnairy","nonmetropolitan  ",40,0,4,1,35,317,127,167,23,4
"1770","tennessee","meigs","nonmetropolitan  ",37,0,4,1,32,312,89,180,43,9
"1771","tennessee","monroe","nonmetropolitan  ",103,2,0,1,100,625,242,317,66,10
"1772","tennessee","moore","nonmetropolitan  ",15,1,6,0,8,102,30,60,12,0
"1773","tennessee","obion","nonmetropolitan  ",21,0,2,0,19,219,40,165,14,4
"1774","tennessee","overton","nonmetropolitan  ",31,1,0,4,26,292,121,164,7,4
"1775","tennessee","perry","nonmetropolitan  ",21,0,1,2,18,177,63,100,14,0
"1776","tennessee","pickett","nonmetropolitan  ",1,0,0,0,1,72,12,59,1,0
"1777","tennessee","putnam","nonmetropolitan  ",82,2,5,6,69,709,185,458,66,3
"1778","tennessee","roane","nonmetropolitan  ",53,1,2,5,45,865,227,569,69,7
"1779","tennessee","scott","nonmetropolitan  ",97,0,7,0,90,577,212,337,28,0
"1780","tennessee","sevier","nonmetropolitan  ",136,0,19,6,111,2111,1109,876,126,2
"1781","tennessee","van buren","nonmetropolitan  ",6,0,0,0,6,60,13,40,7,1
"1782","tennessee","warren","nonmetropolitan  ",49,0,1,3,45,416,158,211,47,3
"1783","tennessee","wayne","nonmetropolitan  ",18,0,1,0,17,80,26,49,5,6
"1784","tennessee","weakley","nonmetropolitan  ",43,3,4,2,34,223,90,112,21,1
"1785","tennessee","white","nonmetropolitan  ",112,1,0,2,109,375,82,258,35,1
"1786","texas","aransas","metropolitan  ",27,1,2,3,21,455,172,253,30,0
"1787","texas","archer","metropolitan  ",10,2,0,1,7,77,24,46,7,0
"1788","texas","armstrong","metropolitan  ",0,0,0,0,0,10,4,6,0,0
"1789","texas","atascosa","metropolitan  ",43,4,0,7,32,312,135,150,27,1
"1790","texas","austin","metropolitan  ",8,1,0,0,7,127,46,64,17,0
"1791","texas","bandera","metropolitan  ",12,1,2,0,9,209,76,132,1,3
"1792","texas","bastrop","metropolitan  ",201,2,21,7,171,870,332,446,92,5
"1793","texas","bell","metropolitan  ",88,2,35,3,48,883,242,604,37,45
"1794","texas","bexar","metropolitan  ",650,19,90,123,418,7303,2391,4436,476,137
"1795","texas","bowie","metropolitan  ",128,1,9,7,111,611,221,323,67,6
"1796","texas","brazoria","metropolitan  ",72,0,3,21,48,1320,523,697,100,0
"1797","texas","brazos","metropolitan  ",61,0,5,1,55,463,174,264,25,2
"1798","texas","burleson","metropolitan  ",32,2,14,0,16,164,88,60,16,3
"1799","texas","caldwell","metropolitan  ",45,0,5,6,34,162,78,81,3,3
"1800","texas","calhoun","metropolitan  ",21,1,3,0,17,162,61,89,12,0
"1801","texas","callahan","metropolitan  ",4,0,0,0,4,15,8,6,1,0
"1802","texas","cameron","metropolitan  ",352,4,39,24,285,1726,806,804,116,6
"1803","texas","carson","metropolitan  ",11,0,1,1,9,50,19,28,3,0
"1804","texas","chambers","metropolitan  ",70,1,4,8,57,499,224,233,42,1
"1805","texas","clay","metropolitan  ",16,1,5,1,9,187,62,114,11,0
"1806","texas","collin","metropolitan  ",79,2,18,2,57,840,385,385,70,0
"1807","texas","comal","metropolitan  ",169,2,17,5,145,945,284,602,59,7
"1808","texas","coryell","metropolitan  ",10,0,1,1,8,152,78,70,4,0
"1809","texas","crosby","metropolitan  ",4,0,1,0,3,7,2,2,3,0
"1810","texas","dallas","metropolitan  ",28,0,1,6,21,378,81,259,38,18
"1811","texas","delta","metropolitan  ",8,0,0,1,7,77,48,22,7,1
"1812","texas","denton","metropolitan  ",79,1,11,8,59,901,268,570,63,18
"1813","texas","ector","metropolitan  ",58,3,0,14,41,1111,302,703,106,9
"1814","texas","ellis","metropolitan  ",70,0,3,1,66,1202,441,611,150,5
"1815","texas","el paso","metropolitan  ",224,2,27,32,163,1221,294,735,192,24
"1816","texas","fort bend","metropolitan  ",1041,6,51,141,843,3910,1521,2071,318,10
"1817","texas","galveston","metropolitan  ",144,5,16,19,104,982,398,506,78,19
"1818","texas","goliad","metropolitan  ",6,0,2,2,2,49,20,27,2,1
"1819","texas","grayson","metropolitan  ",39,1,8,5,25,705,253,406,46,4
"1820","texas","gregg","metropolitan  ",104,4,14,13,73,715,179,430,106,7
"1821","texas","guadalupe","metropolitan  ",88,1,5,2,80,775,304,417,54,1
"1822","texas","hardin","metropolitan  ",43,0,6,4,33,416,126,221,69,2
"1823","texas","harris","metropolitan  ",7924,74,351,2441,5058,47432,13017,28560,5855,424
"1824","texas","hays","metropolitan  ",182,0,8,7,167,1165,401,760,4,2
"1825","texas","hidalgo","metropolitan  ",887,24,72,181,610,7055,2678,3731,646,156
"1826","texas","hunt","metropolitan  ",59,3,0,11,45,1207,449,683,75,5
"1827","texas","irion","metropolitan  ",6,0,0,0,6,26,8,18,0,0
"1828","texas","jefferson","metropolitan  ",33,0,2,3,28,463,150,264,49,3
"1829","texas","johnson","metropolitan  ",225,0,0,3,222,1241,367,741,133,20
"1830","texas","jones","metropolitan  ",6,0,2,1,3,70,23,39,8,0
"1831","texas","kaufman","metropolitan  ",265,1,4,19,241,1648,664,833,151,13
"1832","texas","kendall","metropolitan  ",16,1,4,3,8,163,42,113,8,2
"1833","texas","lampasas","metropolitan  ",8,0,3,0,5,74,30,38,6,0
"1834","texas","liberty","metropolitan  ",150,2,13,10,125,1221,444,597,180,23
"1835","texas","lubbock","metropolitan  ",112,0,11,11,90,746,362,312,72,6
"1836","texas","mclennan","metropolitan  ",113,1,39,8,65,799,287,441,71,12
"1837","texas","medina","metropolitan  ",43,0,6,3,34,230,121,99,10,15
"1838","texas","midland","metropolitan  ",90,0,5,5,80,547,209,314,24,4
"1839","texas","montgomery","metropolitan  ",706,8,41,132,525,6957,2196,4399,362,65
"1840","texas","nueces","metropolitan  ",81,0,10,4,67,287,120,154,13,5
"1841","texas","orange","metropolitan  ",97,1,8,7,81,620,236,307,77,4
"1842","texas","parker","metropolitan  ",61,1,7,1,52,1097,390,649,58,0
"1843","texas","potter","metropolitan  ",19,2,1,1,15,226,67,142,17,3
"1844","texas","randall","metropolitan  ",33,0,5,2,26,306,88,182,36,8
"1845","texas","robertson","metropolitan  ",12,0,1,0,11,131,38,77,16,4
"1846","texas","rockwall","metropolitan  ",52,0,5,2,45,331,107,193,31,0
"1847","texas","rusk","metropolitan  ",105,2,3,2,98,642,259,302,81,4
"1848","texas","san jacinto","metropolitan  ",55,0,1,4,50,589,226,271,92,3
"1849","texas","san patricio","metropolitan  ",26,0,0,3,23,375,119,235,21,3
"1850","texas","smith","metropolitan  ",309,8,29,24,248,1903,704,1013,186,17
"1851","texas","tarrant","metropolitan  ",121,0,24,25,72,1307,410,787,110,3
"1852","texas","taylor","metropolitan  ",19,0,4,1,14,131,69,57,5,1
"1853","texas","tom green","metropolitan  ",21,0,5,0,16,256,73,169,14,3
"1854","texas","travis","metropolitan  ",290,2,30,33,225,3576,1107,2271,198,13
"1855","texas","upshur","metropolitan  ",55,0,13,4,38,632,254,322,56,0
"1856","texas","victoria","metropolitan  ",89,0,14,3,72,608,200,371,37,2
"1857","texas","waller","metropolitan  ",28,1,1,3,23,243,125,98,20,0
"1858","texas","webb","metropolitan  ",78,1,4,11,62,344,140,165,39,3
"1859","texas","wichita","metropolitan  ",16,0,2,1,13,153,72,71,10,3
"1860","texas","williamson","metropolitan  ",188,1,32,19,136,1526,378,1063,85,10
"1861","texas","wilson","metropolitan  ",60,2,4,1,53,208,67,123,18,0
"1862","texas","wise","metropolitan  ",141,0,14,5,122,505,166,325,14,0
"1863","texas","anderson","nonmetropolitan  ",50,1,5,2,42,381,186,156,39,2
"1864","texas","andrews","nonmetropolitan  ",9,0,1,0,8,68,20,46,2,2
"1865","texas","angelina","nonmetropolitan  ",124,0,7,5,112,287,120,148,19,0
"1866","texas","bailey","nonmetropolitan  ",1,0,0,0,1,25,11,12,2,0
"1867","texas","baylor","nonmetropolitan  ",0,0,0,0,0,23,17,6,0,0
"1868","texas","bee","nonmetropolitan  ",22,0,3,2,17,166,61,92,13,1
"1869","texas","blanco","nonmetropolitan  ",4,0,1,0,3,34,17,15,2,0
"1870","texas","borden","nonmetropolitan  ",0,0,0,0,0,5,2,3,0,1
"1871","texas","bosque","nonmetropolitan  ",23,1,6,2,14,82,27,53,2,0
"1872","texas","brewster","nonmetropolitan  ",10,1,1,1,7,31,13,18,0,0
"1873","texas","briscoe","nonmetropolitan  ",0,0,0,0,0,15,2,11,2,0
"1874","texas","brooks","nonmetropolitan  ",0,0,0,0,0,15,6,6,3,0
"1875","texas","brown","nonmetropolitan  ",21,2,1,1,17,154,70,82,2,5
"1876","texas","burnet","nonmetropolitan  ",48,1,3,1,43,318,112,183,23,3
"1877","texas","camp","nonmetropolitan  ",8,0,2,2,4,152,60,79,13,2
"1878","texas","cass","nonmetropolitan  ",18,1,3,1,13,336,146,153,37,7
"1879","texas","castro","nonmetropolitan  ",7,1,1,0,5,99,35,57,7,0
"1880","texas","cherokee","nonmetropolitan  ",66,1,10,2,53,420,144,216,60,4
"1881","texas","childress","nonmetropolitan  ",0,0,0,0,0,15,0,14,1,0
"1882","texas","cochran","nonmetropolitan  ",7,0,1,2,4,77,30,42,5,6
"1883","texas","coke","nonmetropolitan  ",5,0,0,0,5,5,4,1,0,1
"1884","texas","coleman","nonmetropolitan  ",0,0,0,0,0,32,10,20,2,1
"1885","texas","collingsworth","nonmetropolitan  ",4,0,3,1,0,3,3,0,0,0
"1886","texas","colorado","nonmetropolitan  ",17,0,2,2,13,123,31,82,10,2
"1887","texas","comanche","nonmetropolitan  ",4,1,2,0,1,78,31,45,2,1
"1888","texas","concho","nonmetropolitan  ",2,0,0,0,2,16,9,6,1,0
"1889","texas","cooke","nonmetropolitan  ",23,1,2,1,19,269,133,111,25,2
"1890","texas","cottle","nonmetropolitan  ",2,1,0,0,1,8,8,0,0,0
"1891","texas","crane","nonmetropolitan  ",2,1,0,0,1,33,11,21,1,3
"1892","texas","crockett","nonmetropolitan  ",11,1,4,0,6,56,15,38,3,1
"1893","texas","culberson","nonmetropolitan  ",1,0,0,1,0,2,2,0,0,0
"1894","texas","dallam","nonmetropolitan  ",0,0,0,0,0,23,17,5,1,1
"1895","texas","dawson","nonmetropolitan  ",0,0,0,0,0,32,13,17,2,0
"1896","texas","deaf smith","nonmetropolitan  ",7,0,0,1,6,102,32,61,9,1
"1897","texas","dewitt","nonmetropolitan  ",10,0,2,0,8,89,33,52,4,0
"1898","texas","dickens","nonmetropolitan  ",0,0,0,0,0,2,0,2,0,0
"1899","texas","dimmit","nonmetropolitan  ",87,0,5,5,77,278,110,160,8,3
"1900","texas","donley","nonmetropolitan  ",4,0,0,0,4,54,13,38,3,0
"1901","texas","duval","nonmetropolitan  ",27,1,2,2,22,120,57,59,4,1
"1902","texas","eastland","nonmetropolitan  ",3,0,0,2,1,32,11,19,2,1
"1903","texas","edwards","nonmetropolitan  ",3,0,0,0,3,51,27,22,2,1
"1904","texas","erath","nonmetropolitan  ",28,0,11,0,17,169,54,95,20,3
"1905","texas","falls","nonmetropolitan  ",9,0,1,0,8,43,9,22,12,1
"1906","texas","fannin","nonmetropolitan  ",26,1,4,1,20,245,95,140,10,4
"1907","texas","fayette","nonmetropolitan  ",4,1,0,0,3,161,34,119,8,2
"1908","texas","fisher","nonmetropolitan  ",15,0,8,0,7,51,15,32,4,2
"1909","texas","floyd","nonmetropolitan  ",4,0,0,0,4,15,2,12,1,1
"1910","texas","foard","nonmetropolitan  ",0,0,0,0,0,5,0,5,0,0
"1911","texas","franklin","nonmetropolitan  ",8,0,0,2,6,117,61,43,13,0
"1912","texas","freestone","nonmetropolitan  ",8,0,0,1,7,138,40,82,16,0
"1913","texas","frio","nonmetropolitan  ",5,0,0,0,5,43,21,22,0,1
"1914","texas","gaines","nonmetropolitan  ",6,1,1,0,4,60,5,53,2,3
"1915","texas","garza","nonmetropolitan  ",3,0,1,0,2,58,16,36,6,0
"1916","texas","gillespie","nonmetropolitan  ",5,0,2,0,3,92,23,67,2,0
"1917","texas","glasscock","nonmetropolitan  ",1,1,0,0,0,4,1,3,0,0
"1918","texas","gonzales","nonmetropolitan  ",11,0,0,2,9,81,37,41,3,1
"1919","texas","gray","nonmetropolitan  ",12,0,1,2,9,95,23,66,6,0
"1920","texas","grimes","nonmetropolitan  ",24,0,4,2,18,402,140,242,20,0
"1921","texas","hale","nonmetropolitan  ",3,0,1,1,1,81,35,44,2,0
"1922","texas","hall","nonmetropolitan  ",3,2,0,0,1,23,14,6,3,0
"1923","texas","hamilton","nonmetropolitan  ",18,0,0,0,18,156,58,80,18,0
"1924","texas","hansford","nonmetropolitan  ",9,0,0,0,9,19,6,10,3,1
"1925","texas","hardeman","nonmetropolitan  ",9,0,3,2,4,98,50,44,4,2
"1926","texas","harrison","nonmetropolitan  ",84,1,1,7,75,789,347,402,40,0
"1927","texas","hartley","nonmetropolitan  ",0,0,0,0,0,20,8,11,1,1
"1928","texas","haskell","nonmetropolitan  ",0,0,0,0,0,21,3,17,1,1
"1929","texas","hemphill","nonmetropolitan  ",12,0,2,0,10,61,13,41,7,2
"1930","texas","henderson","nonmetropolitan  ",147,3,1,6,137,1046,441,485,120,3
"1931","texas","hill","nonmetropolitan  ",6,0,0,2,4,320,146,156,18,3
"1932","texas","hockley","nonmetropolitan  ",10,0,4,0,6,71,26,38,7,3
"1933","texas","hood","nonmetropolitan  ",47,0,0,3,44,608,181,386,41,14
"1934","texas","hopkins","nonmetropolitan  ",40,0,13,0,27,219,85,107,27,0
"1935","texas","houston","nonmetropolitan  ",15,0,2,1,12,191,63,96,32,1
"1936","texas","howard","nonmetropolitan  ",26,0,3,3,20,117,45,62,10,0
"1937","texas","hudspeth","nonmetropolitan  ",3,0,0,1,2,34,18,16,0,0
"1938","texas","hutchinson","nonmetropolitan  ",14,0,0,0,14,87,40,41,6,0
"1939","texas","jack","nonmetropolitan  ",3,0,2,0,1,44,20,19,5,0
"1940","texas","jackson","nonmetropolitan  ",15,0,1,0,14,93,28,59,6,0
"1941","texas","jasper","nonmetropolitan  ",42,0,2,4,36,282,110,143,29,0
"1942","texas","jeff davis","nonmetropolitan  ",8,0,3,0,5,11,6,5,0,0
"1943","texas","jim hogg","nonmetropolitan  ",10,0,0,0,10,83,22,50,11,0
"1944","texas","jim wells","nonmetropolitan  ",94,0,6,3,85,455,213,211,31,4
"1945","texas","karnes","nonmetropolitan  ",11,1,2,0,8,72,22,41,9,0
"1946","texas","kenedy","nonmetropolitan  ",3,0,1,1,1,9,3,4,2,0
"1947","texas","kent","nonmetropolitan  ",7,0,1,0,6,11,2,9,0,1
"1948","texas","kerr","nonmetropolitan  ",39,1,5,3,30,330,111,193,26,6
"1949","texas","kimble","nonmetropolitan  ",3,0,1,0,2,6,6,0,0,0
"1950","texas","king","nonmetropolitan  ",0,0,0,0,0,3,1,2,0,0
"1951","texas","kinney","nonmetropolitan  ",4,0,0,0,4,28,12,16,0,0
"1952","texas","kleberg","nonmetropolitan  ",13,0,3,0,10,414,34,377,3,1
"1953","texas","knox","nonmetropolitan  ",2,0,1,0,1,19,3,14,2,0
"1954","texas","la salle","nonmetropolitan  ",4,0,0,1,3,108,40,68,0,2
"1955","texas","lamar","nonmetropolitan  ",26,0,4,1,21,317,116,181,20,0
"1956","texas","lamb","nonmetropolitan  ",4,0,0,1,3,50,11,39,0,0
"1957","texas","lavaca","nonmetropolitan  ",6,0,0,0,6,47,20,24,3,0
"1958","texas","lee","nonmetropolitan  ",14,0,3,1,10,95,36,55,4,0
"1959","texas","leon","nonmetropolitan  ",26,0,5,3,18,106,45,50,11,0
"1960","texas","limestone","nonmetropolitan  ",35,1,17,5,12,265,91,160,14,3
"1961","texas","lipscomb","nonmetropolitan  ",3,0,0,0,3,13,9,4,0,0
"1962","texas","live oak","nonmetropolitan  ",2,0,0,0,2,29,16,10,3,0
"1963","texas","llano","nonmetropolitan  ",20,0,2,0,18,267,70,187,10,0
"1964","texas","loving","nonmetropolitan  ",0,0,0,0,0,12,0,12,0,0
"1965","texas","lynn","nonmetropolitan  ",0,0,0,0,0,20,8,12,0,0
"1966","texas","madison","nonmetropolitan  ",9,1,0,0,8,109,41,54,14,1
"1967","texas","marion","nonmetropolitan  ",24,2,3,2,17,157,72,77,8,0
"1968","texas","martin","nonmetropolitan  ",1,1,0,0,0,14,3,8,3,0
"1969","texas","mason","nonmetropolitan  ",6,0,0,0,6,30,9,21,0,0
"1970","texas","matagorda","nonmetropolitan  ",50,0,0,0,50,270,96,160,14,3
"1971","texas","maverick","nonmetropolitan  ",205,1,6,7,191,722,264,427,31,2
"1972","texas","mcculloch","nonmetropolitan  ",8,0,4,1,3,37,15,17,5,0
"1973","texas","mcmullen","nonmetropolitan  ",1,0,0,0,1,0,0,0,0,0
"1974","texas","menard","nonmetropolitan  ",3,0,0,0,3,8,1,7,0,0
"1975","texas","milam","nonmetropolitan  ",5,1,0,1,3,222,59,144,19,3
"1976","texas","mills","nonmetropolitan  ",3,0,0,0,3,34,11,22,1,0
"1977","texas","mitchell","nonmetropolitan  ",0,0,0,0,0,24,4,18,2,0
"1978","texas","montague","nonmetropolitan  ",10,1,0,0,9,180,66,98,16,2
"1979","texas","moore","nonmetropolitan  ",5,0,1,0,4,75,24,42,9,3
"1980","texas","morris","nonmetropolitan  ",25,0,2,1,22,129,63,47,19,0
"1981","texas","motley","nonmetropolitan  ",2,0,0,0,2,10,7,2,1,3
"1982","texas","nacogdoches","nonmetropolitan  ",109,2,9,6,92,507,173,268,66,8
"1983","texas","navarro","nonmetropolitan  ",34,2,10,3,19,652,257,367,28,0
"1984","texas","newton","nonmetropolitan  ",15,2,3,2,8,158,41,112,5,1
"1985","texas","nolan","nonmetropolitan  ",9,0,0,0,9,39,12,23,4,0
"1986","texas","ochiltree","nonmetropolitan  ",8,0,3,0,5,36,10,24,2,0
"1987","texas","oldham","nonmetropolitan  ",4,0,0,0,4,26,11,14,1,0
"1988","texas","palo pinto","nonmetropolitan  ",15,2,1,1,11,172,77,78,17,0
"1989","texas","panola","nonmetropolitan  ",28,1,5,1,21,292,62,179,51,1
"1990","texas","parmer","nonmetropolitan  ",2,0,1,0,1,55,20,35,0,0
"1991","texas","pecos","nonmetropolitan  ",5,0,0,0,5,29,16,13,0,0
"1992","texas","polk","nonmetropolitan  ",53,1,14,3,35,717,239,414,64,2
"1993","texas","presidio","nonmetropolitan  ",1,0,0,0,1,3,0,3,0,0
"1994","texas","rains","nonmetropolitan  ",22,3,6,0,13,129,41,81,7,0
"1995","texas","reagan","nonmetropolitan  ",1,0,0,0,1,20,6,13,1,0
"1996","texas","real","nonmetropolitan  ",2,1,0,0,1,7,4,3,0,1
"1997","texas","red river","nonmetropolitan  ",8,0,0,1,7,78,11,58,9,1
"1998","texas","reeves","nonmetropolitan  ",5,0,0,0,5,57,20,34,3,1
"1999","texas","refugio","nonmetropolitan  ",13,0,0,2,11,70,20,44,6,0
"2000","texas","roberts","nonmetropolitan  ",2,0,1,0,1,18,1,17,0,1
"2001","texas","runnels","nonmetropolitan  ",0,0,0,0,0,10,0,10,0,0
"2002","texas","sabine","nonmetropolitan  ",35,0,2,1,32,97,46,43,8,1
"2003","texas","san augustine","nonmetropolitan  ",17,1,0,1,15,97,35,48,14,1
"2004","texas","san saba","nonmetropolitan  ",1,0,0,0,1,24,13,9,2,0
"2005","texas","schleicher","nonmetropolitan  ",1,0,0,0,1,17,8,9,0,0
"2006","texas","scurry","nonmetropolitan  ",5,1,0,0,4,52,21,28,3,0
"2007","texas","shackelford","nonmetropolitan  ",0,0,0,0,0,15,7,6,2,0
"2008","texas","shelby","nonmetropolitan  ",55,1,7,3,44,272,71,176,25,1
"2009","texas","sherman","nonmetropolitan  ",0,0,0,0,0,0,0,0,0,0
"2010","texas","somervell","nonmetropolitan  ",8,0,0,0,8,100,26,70,4,0
"2011","texas","starr","nonmetropolitan  ",102,6,12,11,73,404,175,155,74,1
"2012","texas","stephens","nonmetropolitan  ",1,0,0,0,1,36,19,15,2,0
"2013","texas","sterling","nonmetropolitan  ",2,0,0,0,2,13,4,9,0,0
"2014","texas","stonewall","nonmetropolitan  ",3,0,0,0,3,9,4,4,1,0
"2015","texas","sutton","nonmetropolitan  ",4,0,1,0,3,13,0,12,1,0
"2016","texas","swisher","nonmetropolitan  ",5,0,0,0,5,41,14,25,2,0
"2017","texas","terrell","nonmetropolitan  ",2,0,0,0,2,17,4,9,4,0
"2018","texas","terry","nonmetropolitan  ",1,0,0,0,1,23,9,10,4,0
"2019","texas","throckmorton","nonmetropolitan  ",1,0,1,0,0,5,4,1,0,0
"2020","texas","titus","nonmetropolitan  ",87,1,10,2,74,305,121,162,22,6
"2021","texas","trinity","nonmetropolitan  ",28,0,0,1,27,112,45,52,15,5
"2022","texas","tyler","nonmetropolitan  ",53,1,8,6,38,281,164,94,23,4
"2023","texas","upton","nonmetropolitan  ",6,0,0,0,6,14,2,12,0,0
